DATE,CUSIP,ISIN,SEDOL,NAME,TICKER,MARKET_VALUE_LOCAL,MARKET_VALUE_BASE,FUND_WEIGHT,SHARES_HELD,COUPON,MATURITY_DATE,SECTOR,COUNTRY
10/31/2019,Y4724S108,SG1U48933923,B1P31B8,KEPPEL INFRASTRUCTURE TRUST UNIT SGD 0,A7RU,804.82,591.37,0.007,"1,504",,1/1/1900,Utilities,SINGAPORE
10/31/2019,G42098122,BMG420981224,6390363,GUOCO GROUP LTD COMMON STOCK HKD 0.5,53,"4,596.68",586.48,0.007,35,,1/1/1900,Industrials,HONG KONG
10/31/2019,R2R86R113,NO0010816093,BG0T3J8,ELKEM ASA COMMON STOCK NOK 5,,"5,430.81",591.51,0.007,249,,1/1/1900,Materials,NORWAY
10/31/2019,D5988D110,DE000PAT1AG3,B11Y3K8,PATRIZIA AG COMMON STOCK EUR 0,,527.84,588.88,0.007,29,,1/1/1900,Real Estate,GERMANY
10/31/2019,Y93794108,HK0345001611,6927590,VITASOY INTERNATIONAL HOLDINGS LTD COMMON STOCK,345,"4,515.29",576.1,0.0069,142,,1/1/1900,Consumer Staples,HONG KONG
10/31/2019,H55058103,CH0011108872,B0BV896,MOBIMO HOLDING AG COMMON STOCK CHF 23.4,MOBN,570.57,578.23,0.0069,2,,1/1/1900,Real Estate,SWITZERLAND
10/31/2019,J39401104,JP3861600009,6554727,MAEDA ROAD CONSTRUCTION CO LTD COMMON STOCK JPY,1883,"62,156.07",574.96,0.0069,27,,1/1/1900,Industrials,JAPAN
10/31/2019,Y4288X105,SG1AB9000005,BPYD720,JAPFA LTD COMMON STOCK SGD,,789.8,580.33,0.0069,"1,612",,1/1/1900,Consumer Staples,SINGAPORE
10/31/2019,M20259103,IL0010985658,B1NV2H7,BLUE SQUARE REAL ESTATE LTD COMMON STOCK ILS 1,BLSR,"2,034.85",577.5,0.0069,11,,1/1/1900,Real Estate,ISRAEL
10/31/2019,J16296105,JP3825800000,6357368,FUNAI SOKEN HOLDINGS INC COMMON STOCK JPY,9757,"62,652.36",579.55,0.0069,24,,1/1/1900,Industrials,JAPAN
10/31/2019,G06859105,IE0000669501,4058629,GLANBIA PLC COMMON STOCK EUR 0.06,,515.95,575.62,0.0069,52,,1/1/1900,Consumer Staples,IRELAND
10/31/2019,J1727U103,JP3044520009,6693608,GLOBAL ONE REAL ESTATE INVESTMENT CORP REIT JPY,8958,"62,166.69",575.06,0.0069,0,,1/1/1900,Real Estate,JAPAN
10/31/2019,D29315104,DE0006013006,5735642,HAMBORNER REIT AG REIT EUR 0,,517.17,576.98,0.0069,54,,1/1/1900,Real Estate,GERMANY
10/31/2019,B0205Y114,BE0003867844,B1YWXY3,KBC ANCORA COMMON STOCK EUR 0,,520.16,580.32,0.0069,12,,1/1/1900,Financials,BELGIUM
10/31/2019,J92805175,JP3610600003,6900182,TOYO TIRE CORP COMMON STOCK JPY,5105,"61,895.98",572.55,0.0068,41,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,X6002Y104,FI0009014369,B17NXG5,ORION OYJ COMMON STOCK EUR 0,,513.77,573.19,0.0068,13,,1/1/1900,Health Care,FINLAND
10/31/2019,Q22685103,AU000000CGF5,6726300,CHALLENGER LTD COMMON STOCK AUD 0,CGF,822.49,566.66,0.0068,103,,1/1/1900,Financials,AUSTRALIA
10/31/2019,G52418103,BMG524181036,BH0W286,KERRY LOGISTICS NETWORK LTD COMMON STOCK HKD 0.5,636,"4,485.75",572.33,0.0068,358,,1/1/1900,Industrials,HONG KONG
10/31/2019,Q3956J108,NZFREE0001S0,6687980,FREIGHTWAYS LTD COMMON STOCK NZD 0,FRE,884.66,567.33,0.0068,115,,1/1/1900,Industrials,NEW ZEALAND
10/31/2019,J25022104,JP3143900003,6200194,ITOCHU TECHNO-SOLUTIONS CORP COMMON STOCK JPY,4739,"62,060.53",574.08,0.0068,21,,1/1/1900,Information Technology,JAPAN
10/31/2019,G9375M102,GB00BDGT2M75,BDGT2M7,VIVO ENERGY PLC COMMON STOCK GBP 0.5,,435.17,563.11,0.0067,357,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,L9027E114,LU0156801721,7538515,TENARIS SA COMMON STOCK EUR 1,,507.49,566.19,0.0067,56,,1/1/1900,Energy,ITALY
10/31/2019,J75606103,JP3396350005,B1TK234,SKY PERFECT JSAT HOLDINGS INC COMMON STOCK JPY,9412,"60,376.14",558.5,0.0067,134,,1/1/1900,Communication Services,JAPAN
10/31/2019,J50022102,JP3756200006,6639163,NIFCO INC/JAPAN COMMON STOCK JPY,7988,"61,147.56",565.63,0.0067,21,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,N0R25F103,NL0011333752,BYT3416,ALTICE EUROPE NV COMMON STOCK EUR 0.01,,502,560.05,0.0067,98,,1/1/1900,Communication Services,NETHERLANDS
10/31/2019,J5402K108,JP3046400002,B1530B1,JAPAN HOTEL REIT INVESTMENT CORP REIT JPY,8985,"61,102.44",565.21,0.0067,1,,1/1/1900,Real Estate,JAPAN
10/31/2019,K4406L129,DK0010287234,7085259,H LUNDBECK A/S COMMON STOCK DKK 5,,"3,743.71",559.13,0.0067,16,,1/1/1900,Health Care,DENMARK
10/31/2019,E41222113,ES0130670112,5271782,ENDESA SA COMMON STOCK EUR 1.2,,500.79,558.7,0.0067,21,,1/1/1900,Utilities,SPAIN
10/31/2019,E2R23Z164,ES0113307062,BZ3C3Q4,BANKIA SA COMMON STOCK EUR 1,,500.44,558.32,0.0067,293,,1/1/1900,Financials,SPAIN
10/31/2019,J54580105,JP3709600005,6642202,NIKKON HOLDINGS CO LTD COMMON STOCK JPY,9072,"60,998.94",564.26,0.0067,23,,1/1/1900,Industrials,JAPAN
10/31/2019,Y5759S103,SG2C32962814,B4LR5Q8,MAPLETREE INDUSTRIAL TRUST REIT SGD 0,ME8U,753.82,553.9,0.0066,296,,1/1/1900,Real Estate,SINGAPORE
10/31/2019,J01964105,JP3125800007,6049632,ARIAKE JAPAN CO LTD COMMON STOCK JPY,2815,"59,590.56",551.23,0.0066,7,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,M5514Q106,IL0002260193,6416980,INDUSTRIAL BUILDINGS CORP LTD COMMON STOCK ILS 1,IBLD,"1,939.25",550.37,0.0066,248,,1/1/1900,Real Estate,ISRAEL
10/31/2019,J2398N113,JP3134800006,6466985,IHI CORP COMMON STOCK JPY,7013,"59,736.53",552.58,0.0066,22,,1/1/1900,Industrials,JAPAN
10/31/2019,G98803144,BMG988031446,6586537,YUE YUEN INDUSTRIAL HOLDINGS LTD COMMON STOCK HKD,551,"4,301.21",548.78,0.0065,195,,1/1/1900,Consumer Discretionary,HONG KONG
10/31/2019,J36189124,JP3587600002,6496744,TOKYO DOME CORP COMMON STOCK JPY,9681,"59,201.31",547.63,0.0065,62,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,T8347V105,IT0001137345,5256206,AUTOGRILL SPA COMMON STOCK EUR 0,,490.15,546.84,0.0065,55,,1/1/1900,Consumer Discretionary,ITALY
10/31/2019,R1R79W105,NO0010657505,B8B6WX9,BORREGAARD ASA COMMON STOCK NOK 1,,"4,988.31",543.32,0.0065,56,,1/1/1900,Materials,NORWAY
10/31/2019,J05187109,JP3218900003,6173694,CAPCOM CO LTD COMMON STOCK JPY,9697,"59,043.84",546.17,0.0065,23,,1/1/1900,Communication Services,JAPAN
10/31/2019,97751200,CA0977512007,2109723,BOMBARDIER INC COMMON STOCK CAD 0,BBD.B,715.69,544.52,0.0065,431,,1/1/1900,Industrials,CANADA
10/31/2019,Y9880R109,HK0000091790,B75H5S7,YUNFENG FINANCIAL GROUP LTD COMMON STOCK HKD 0,376,"4,186.91",534.2,0.0064,"1,203",,1/1/1900,Financials,HONG KONG
10/31/2019,J65371106,JP3982400008,6747367,ROHTO PHARMACEUTICAL CO LTD COMMON STOCK JPY,4527,"57,945.10",536.01,0.0064,18,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,J60966108,JP3172100004,6657789,OKUMA CORP COMMON STOCK JPY,6103,"57,856.63",535.19,0.0064,9,,1/1/1900,Industrials,JAPAN
10/31/2019,J0011Q109,JP3114800000,6054904,ADEKA CORP COMMON STOCK JPY,4401,"58,111.41",537.55,0.0064,37,,1/1/1900,Materials,JAPAN
10/31/2019,D2852S109,DE000A0LD6E6,B1Y47Y7,GERRESHEIMER AG COMMON STOCK EUR 0,,482.57,538.38,0.0064,7,,1/1/1900,Health Care,GERMANY
10/31/2019,G33090104,GB00B71N6K86,B71N6K8,EVRAZ PLC,,416.49,538.93,0.0064,113,,1/1/1900,Materials,UNITED KINGDOM
10/31/2019,G1466R207,BMG1466R2078,BKF05R6,BORR DRILLING LTD COMMON STOCK NOK 0.05,,"4,919.86",535.86,0.0064,79,,1/1/1900,Energy,NORWAY
10/31/2019,J56655103,JP3673600007,6641599,NIPRO CORP COMMON STOCK JPY,8086,"58,514.82",541.28,0.0064,46,,1/1/1900,Health Care,JAPAN
10/31/2019,D8T622108,DE000A12B8Z4,BR2Z8G3,TLG IMMOBILIEN AG COMMON STOCK EUR,,475.13,530.08,0.0063,18,,1/1/1900,Real Estate,GERMANY
10/31/2019,J7134P108,JP3162770006,BFFY885,SG HOLDINGS CO LTD COMMON STOCK JPY,9143,"57,092.29",528.12,0.0063,21,,1/1/1900,Industrials,JAPAN
10/31/2019,D37552102,DE0006219934,5545670,JUNGHEINRICH AG PREFERENCE EUR 0,,475.57,530.57,0.0063,21,,1/1/1900,Industrials,GERMANY
10/31/2019,K29758164,DK0060655629,BYSS4Q7,DFDS A/S COMMON STOCK DKK 20,,"3,518.93",525.56,0.0063,13,,1/1/1900,Industrials,DENMARK
10/31/2019,J2429P103,JP3149800009,6461128,IRISO ELECTRONICS CO LTD COMMON STOCK JPY,6908,"57,432.00",531.26,0.0063,11,,1/1/1900,Information Technology,JAPAN
10/31/2019,G2522W107,GB00BF448H58,BF448H5,CONTOURGLOBAL PLC COMMON STOCK GBP 1,,407.56,527.39,0.0063,194,,1/1/1900,Utilities,UNITED KINGDOM
10/31/2019,J20538112,JP3786200000,6429201,HITACHI METALS LTD COMMON STOCK JPY,5486,"57,364.06",530.63,0.0063,42,,1/1/1900,Materials,JAPAN
10/31/2019,81373C102,CA81373C1023,B55SGV6,SECURE ENERGY SERVICES INC COMMON STOCK CAD,SES,680.57,517.8,0.0062,161,,1/1/1900,Energy,CANADA
10/31/2019,61767W104,CA61767W1041,B64ZLH6,MORNEAU SHEPELL INC COMMON STOCK CAD 0,MSI,681.11,518.21,0.0062,21,,1/1/1900,Industrials,CANADA
10/31/2019,J0332U102,JP3131300000,6480929,AS ONE CORP COMMON STOCK JPY,7476,"56,166.94",519.56,0.0062,6,,1/1/1900,Health Care,JAPAN
10/31/2019,Q05262102,NZARGE0010S7,B6ZFBN1,ARGOSY PROPERTY LTD COMMON STOCK NZD 0,ARG,806.61,517.28,0.0062,572,,1/1/1900,Real Estate,NEW ZEALAND
10/31/2019,L4459Y100,LU0775917882,B8K9X70,GRAND CITY PROPERTIES SA COMMON STOCK EUR 0.1,,465.04,518.83,0.0062,22,,1/1/1900,Real Estate,GERMANY
10/31/2019,848510103,CA8485101031,BZ03B55,SPIN MASTER CORP COMMON STOCK CAD,TOY,675.07,513.61,0.0061,18,,1/1/1900,Consumer Discretionary,CANADA
10/31/2019,F7782J366,FR0010451203,B1VP0K0,REXEL SA COMMON STOCK EUR 5,,455.73,508.44,0.0061,41,,1/1/1900,Industrials,FRANCE
10/31/2019,H26552135,CH0319416936,BYQ8481,FLUGHAFEN ZURICH AG COMMON STOCK CHF 10,FHZN,503.05,509.81,0.0061,3,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,H44229187,CH0030380734,7132832,HUBER + SUHNER AG COMMON STOCK CHF 0.25,HUBN,503.15,509.91,0.0061,8,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,H73431142,CH0010754924,5984024,SCHWEITER TECHNOLOGIES AG COMMON STOCK CHF 1,SWTQ,502.34,509.09,0.0061,0,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,W9T18N112,SE0006422390,BSQXJ01,THULE GROUP AB COMMON STOCK SEK 0.01,,"4,871.12",505.6,0.006,25,,1/1/1900,Consumer Discretionary,SWEDEN
10/31/2019,J90182106,JP3595400007,6897444,TOTETSU KOGYO CO LTD COMMON STOCK JPY,1835,"54,061.45",500.08,0.006,16,,1/1/1900,Industrials,JAPAN
10/31/2019,J73197105,JP3375800004,6804927,SHINKO ELECTRIC INDUSTRIES CO LTD COMMON STOCK JPY,6967,"54,542.70",504.53,0.006,51,,1/1/1900,Information Technology,JAPAN
10/31/2019,W84237143,SE0000108227,B1Q3J35,SKF AB COMMON STOCK SEK 2.5,,"4,817.81",500.07,0.006,28,,1/1/1900,Industrials,SWEDEN
10/31/2019,T60326112,IT0005282865,BZ1DZ96,REPLY SPA COMMON STOCK EUR 0.13,,454.64,507.22,0.006,8,,1/1/1900,Information Technology,ITALY
10/31/2019,J63535108,JP3781650001,6421898,PAL GROUP HOLDINGS CO LTD COMMON STOCK JPY,2726,"54,618.78",505.24,0.006,16,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,G28113101,GB00BYN59130,BYN5913,DOMINO'S PIZZA GROUP PLC COMMON STOCK GBP 0.5208,,388.11,502.22,0.006,136,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,J50151117,JP3695600001,6640068,NIPPON GAS CO LTD COMMON STOCK JPY,8174,"54,406.47",503.27,0.006,18,,1/1/1900,Utilities,JAPAN
10/31/2019,J4229M108,JP3921270009,BYL7K85,MENICON CO LTD COMMON STOCK JPY,7780,"54,424.16",503.44,0.006,14,,1/1/1900,Health Care,JAPAN
10/31/2019,J2888H105,JP3386110005,B18D6G5,JINS HOLDINGS INC COMMON STOCK JPY,3046,"53,981.83",499.35,0.006,8,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J2382Y109,JP3120010008,6549767,ICHIGO INC COMMON STOCK JPY,2337,"54,777.14",506.7,0.006,127,,1/1/1900,Real Estate,JAPAN
10/31/2019,M38004103,IL0007390375,6298821,ELECTRA LTD/ISRAEL COMMON STOCK ILS 1,ELTR,"1,767.90",501.74,0.006,1,,1/1/1900,Industrials,ISRAEL
10/31/2019,G2R22L107,GB00B89J2419,B89J241,CLINIGEN GROUP PLC COMMON STOCK GBP 0.1,,387.42,501.33,0.006,47,,1/1/1900,Health Care,UNITED KINGDOM
10/31/2019,J4448H104,JP3469000008,6870984,MITSUBISHI TANABE PHARMA CORP COMMON STOCK JPY,4508,"54,135.76",500.77,0.006,42,,1/1/1900,Health Care,JAPAN
10/31/2019,Q97664108,AU000000WHC8,B1XQXC4,WHITEHAVEN COAL LTD COMMON STOCK AUD 0,WHC,713.46,491.54,0.0059,216,,1/1/1900,Energy,AUSTRALIA
10/31/2019,G7368G108,GB00BDVZYZ77,BDVZYZ7,ROYAL MAIL PLC COMMON STOCK GBP 1,,383.37,496.08,0.0059,181,,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,J6436W118,JP3755200007,6173906,RELO GROUP INC COMMON STOCK JPY,8876,"53,517.83",495.05,0.0059,20,,1/1/1900,Real Estate,JAPAN
10/31/2019,Y59683188,HK0200030994,B092QP3,MELCO INTERNATIONAL DEVELOPMENT LTD COMMON STOCK,200,"3,873.48",494.21,0.0059,186,,1/1/1900,Consumer Discretionary,HONG KONG
10/31/2019,G4R43Q123,IE00BLP58571,BLP5857,IRISH CONTINENTAL GROUP PLC UNIT EUR 0.065,,447.17,498.88,0.0059,104,,1/1/1900,Industrials,IRELAND
10/31/2019,Q4359J133,AU000000GOZ8,B1Y9BC8,GROWTHPOINT PROPERTIES AUSTRALIA LTD REIT AUD 0,GOZ,720.6,496.46,0.0059,169,,1/1/1900,Real Estate,AUSTRALIA
10/31/2019,W1R78Z269,SE0012454072,BJXMLF7,AVANZA BANK HOLDING AB COMMON STOCK SEK 2.5,,"4,797.28",497.94,0.0059,58,,1/1/1900,Financials,SWEDEN
10/31/2019,Y2616W104,SG1O33912138,B5T50H7,FORTUNE REAL ESTATE INVESTMENT TRUST REIT HKD 0,778,"3,906.65",498.44,0.0059,425,,1/1/1900,Real Estate,HONG KONG
10/31/2019,F10659260,FR0000039299,4572709,BOLLORE SA COMMON STOCK EUR 0.16,,441.35,492.39,0.0059,114,,1/1/1900,Industrials,FRANCE
10/31/2019,M2196U109,IL0011015349,B23WQK8,CELLCOM ISRAEL LTD COMMON STOCK ILS 0.01,CEL,"1,739.76",493.75,0.0059,193,,1/1/1900,Communication Services,ISRAEL
10/31/2019,J07098106,JP3522200009,6195900,CHUGOKU ELECTRIC POWER CO INC/THE COMMON STOCK JPY,9504,"53,617.76",495.98,0.0059,37,,1/1/1900,Utilities,JAPAN
10/31/2019,Y0261Y102,SG1T08929278,B10SSL7,ASCOTT RESIDENCE TRUST REIT SGD 0,A68U,675.9,496.64,0.0059,490,,1/1/1900,Real Estate,SINGAPORE
10/31/2019,W2148D170,SE0011309228,BDRTSB7,FASTPARTNER AB COMMON STOCK SEK 10,,"4,806.48",498.89,0.0059,59,,1/1/1900,Real Estate,SWEDEN
10/31/2019,W8T80J421,SE0012853661,BJVLV90,SECTRA AB COMMON STOCK SEK 0,,"4,704.27",488.28,0.0058,15,,1/1/1900,Health Care,SWEDEN
10/31/2019,Q0169V100,NZAIRE0001S2,6426484,AIR NEW ZEALAND LTD COMMON STOCK NZD 0,AIR,765.17,490.7,0.0058,271,,1/1/1900,Industrials,NEW ZEALAND
10/31/2019,J56730120,JP3659200004,6640983,NISHIMATSU CONSTRUCTION CO LTD COMMON STOCK JPY,1820,"52,189.51",482.77,0.0058,23,,1/1/1900,Industrials,JAPAN
10/31/2019,Y5759T101,SG2D18969584,B5143W8,MAPLETREE COMMERCIAL TRUST REIT SGD 0,N2IU,661.46,486.03,0.0058,284,,1/1/1900,Real Estate,SINGAPORE
10/31/2019,J4261C109,JP3750500005,6371863,MCDONALD'S HOLDINGS CO JAPAN LTD COMMON STOCK JPY,2702,"52,840.62",488.79,0.0058,10,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,Q5971Q108,NZMRPE0001S2,B8W6K56,MERCURY NZ LTD COMMON STOCK NZD,MCY,758.55,486.46,0.0058,153,,1/1/1900,Utilities,NEW ZEALAND
10/31/2019,J42766105,JP3910650005,6586117,MILBON CO LTD COMMON STOCK JPY,4919,"52,725.62",487.73,0.0058,9,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,J2789V104,JP3389680004,B4KGDQ2,JAPAN MATERIAL CO LTD COMMON STOCK JPY,6055,"52,960.05",489.89,0.0058,35,,1/1/1900,Information Technology,JAPAN
10/31/2019,D33134103,DE0006070006,5108664,HOCHTIEF AG COMMON STOCK EUR 0,,437.16,487.72,0.0058,4,,1/1/1900,Industrials,GERMANY
10/31/2019,J22428106,JP3853000002,6437947,HORIBA LTD COMMON STOCK JPY,6856,"52,230.21",483.14,0.0058,7,,1/1/1900,Information Technology,JAPAN
10/31/2019,J24210106,JP3152820001,B05H328,INTERNET INITIATIVE JAPAN INC COMMON STOCK JPY,3774,"52,414.22",484.85,0.0058,20,,1/1/1900,Communication Services,JAPAN
10/31/2019,M46518102,IL0002560162,6348425,FORMULA SYSTEMS 1985 LTD COMMON STOCK ILS 1,FORTY,"1,723.45",489.12,0.0058,7,,1/1/1900,Information Technology,ISRAEL
10/31/2019,T73148115,IT0000076502,4253350,DANIELI & C OFFICINE MECCANICHE SPA COMMON STOCK,,439.46,490.28,0.0058,28,,1/1/1900,Industrials,ITALY
10/31/2019,R0027Y105,NO0003078107,5714771,AF GRUPPEN ASA COMMON STOCK NOK 0.05,,"4,478.32",487.77,0.0058,25,,1/1/1900,Industrials,NORWAY
10/31/2019,G80603106,GB0007990962,799096,SHAFTESBURY PLC REIT GBP 25,,374.53,484.64,0.0058,40,,1/1/1900,Real Estate,UNITED KINGDOM
10/31/2019,J9776D104,JP3960000002,6993784,YONEX CO LTD COMMON STOCK JPY,7906,"51,487.10",476.27,0.0057,88,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,T9200L101,IT0005162406,BD9Y5C0,TECHNOGYM SPA COMMON STOCK EUR 0,,428.72,478.3,0.0057,43,,1/1/1900,Consumer Discretionary,ITALY
10/31/2019,D69899116,DE0007231326,5260768,SIXT SE COMMON STOCK EUR 0,,426.23,475.52,0.0057,5,,1/1/1900,Industrials,GERMANY
10/31/2019,J46367108,JP3926400007,6602604,MORINAGA & CO LTD/JAPAN COMMON STOCK JPY,2201,"52,062.12",481.59,0.0057,10,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,J0338J101,JP3121900009,6012106,ATOM CORP COMMON STOCK JPY,7412,"51,258.85",474.16,0.0057,51,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,E6271Z155,ES0118594417,4476210,INDRA SISTEMAS SA COMMON STOCK EUR 0.2,,431.09,480.95,0.0057,50,,1/1/1900,Information Technology,SPAIN
10/31/2019,Q42655102,AU000000GNC9,6102331,GRAINCORP LTD COMMON STOCK AUD 0,GNC,693.14,477.54,0.0057,96,,1/1/1900,Consumer Staples,AUSTRALIA
10/31/2019,J13105101,JP3639100001,B249GF3,DOUTOR NICHIRES HOLDINGS CO LTD COMMON STOCK JPY,3087,"51,879.88",479.9,0.0057,24,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J0429N102,JP3835620000,6121927,BENESSE HOLDINGS INC COMMON STOCK JPY,9783,"51,434.02",475.78,0.0057,18,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,443628102,CA4436281022,B05BDX1,HUDBAY MINERALS INC COMMON STOCK CAD 0,HBM,629.23,478.74,0.0057,132,,1/1/1900,Materials,CANADA
10/31/2019,J9297T109,JP3635700002,6900955,TRANSCOSMOS INC COMMON STOCK JPY,9715,"50,680.29",468.81,0.0056,19,,1/1/1900,Information Technology,JAPAN
10/31/2019,J78089109,JP3336600006,6817895,SUNDRUG CO LTD COMMON STOCK JPY,9989,"50,885.53",470.7,0.0056,14,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,M8175G102,IL0006990175,6705741,PROPERTY & BUILDING CORP LTD COMMON STOCK ILS 1,PTBL,"1,652.26",468.92,0.0056,4,,1/1/1900,Real Estate,ISRAEL
10/31/2019,W7S15G123,SE0005757267,BL95N58,RECIPHARM AB COMMON STOCK SEK 0.5,,"4,543.95",471.64,0.0056,33,,1/1/1900,Health Care,SWEDEN
10/31/2019,J46754107,JP3922400001,6605830,MOS FOOD SERVICES INC COMMON STOCK JPY,8153,"50,940.38",471.21,0.0056,19,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,Q5857C108,AU000000MYX0,B1BHXL8,MAYNE PHARMA GROUP LTD COMMON STOCK AUD 0,MYX,677.92,467.05,0.0056,"1,316",,1/1/1900,Health Care,AUSTRALIA
10/31/2019,46579R104,CA46579R1047,BD73C40,IVANHOE MINES LTD COMMON STOCK CAD 0,IVN,612.41,465.94,0.0056,187,,1/1/1900,Materials,CANADA
10/31/2019,J21378104,JP3850200001,6431325,HOKKAIDO ELECTRIC POWER CO INC COMMON STOCK JPY,9509,"50,751.06",469.46,0.0056,89,,1/1/1900,Utilities,JAPAN
10/31/2019,J74530106,JP3360800001,6805317,HULIC CO LTD COMMON STOCK JPY,3003,"51,194.27",473.56,0.0056,43,,1/1/1900,Real Estate,JAPAN
10/31/2019,T6032P102,IT0005090300,BZ0P4R4,INFRASTRUTTURE WIRELESS ITALIANE SPA COMMON STOCK,,421.51,470.26,0.0056,46,,1/1/1900,Communication Services,ITALY
10/31/2019,J1516D106,JP3046200006,B020QY3,FRONTIER REAL ESTATE INVESTMENT CORP REIT JPY,8964,"51,221.70",473.81,0.0056,0,,1/1/1900,Real Estate,JAPAN
10/31/2019,F1511B109,FR0000036675,7071775,GROUPE CRIT COMMON STOCK EUR 0.36,,424.85,473.98,0.0056,6,,1/1/1900,Industrials,FRANCE
10/31/2019,303897102,CA3038971022,BVB7YT3,FAIRFAX INDIA HOLDINGS CORP COMMON STOCK USD,FIH.U,468.14,468.14,0.0056,41,,1/1/1900,Financials,CANADA
10/31/2019,Q0565P103,AU000000APT1,BF5L8B9,AFTERPAY TOUCH GROUP LTD COMMON STOCK AUD,APT,679.13,467.89,0.0056,24,,1/1/1900,Information Technology,AUSTRALIA
10/31/2019,T0510N101,IT0000084027,4063980,ASTM SPA COMMON STOCK EUR 0,,420.01,468.58,0.0056,15,,1/1/1900,Industrials,ITALY
10/31/2019,B9901Z101,BE0974310428,BD97P41,X-FAB SILICON FOUNDRIES SE COMMON STOCK EUR,,414.59,462.53,0.0055,103,,1/1/1900,Information Technology,FRANCE
10/31/2019,Y7996W103,SG1F60858221,6043214,SINGAPORE TECHNOLOGIES ENGINEERING LTD COMMON,S63,631.83,464.26,0.0055,158,,1/1/1900,Industrials,SINGAPORE
10/31/2019,G7814S102,KYG7814S1021,6003401,SA SA INTERNATIONAL HOLDINGS LTD COMMON STOCK HKD,178,"3,585.78",457.5,0.0055,"1,907",,1/1/1900,Consumer Discretionary,HONG KONG
10/31/2019,J0962F102,JP3475200006,6253132,DAIICHIKOSHO CO LTD COMMON STOCK JPY,7458,"50,213.19",464.49,0.0055,10,,1/1/1900,Communication Services,JAPAN
10/31/2019,J1287L105,JP3651080008,6451817,EIZO CORP COMMON STOCK JPY,6737,"50,098.18",463.42,0.0055,12,,1/1/1900,Information Technology,JAPAN
10/31/2019,Q3915B105,NZFBUE0001S0,6341606,FLETCHER BUILDING LTD COMMON STOCK NZD 0,FBU,715.09,458.59,0.0055,156,,1/1/1900,Materials,NEW ZEALAND
10/31/2019,Y2642S101,SG1T60930966,B17NZ47,FRASERS CENTREPOINT TRUST REIT SGD 0,J69U,627.06,460.75,0.0055,228,,1/1/1900,Real Estate,SINGAPORE
10/31/2019,J63581102,JP3780100008,6667733,PARK24 CO LTD COMMON STOCK JPY,4666,"49,804.48",460.7,0.0055,19,,1/1/1900,Industrials,JAPAN
10/31/2019,J91258103,JP3047820000,BSKRKL7,SEKISUI HOUSE REIT INC REIT JPY,3309,"48,607.53",449.63,0.0054,0,,1/1/1900,Real Estate,JAPAN
10/31/2019,W54114108,SE0000108847,4538002,L E LUNDBERGFORETAGEN AB COMMON STOCK SEK 0,,"4,333.61",449.81,0.0054,12,,1/1/1900,Financials,SWEDEN
10/31/2019,A39226112,AT0000644505,4512330,LENZING AG COMMON STOCK EUR 0,,404.82,451.63,0.0054,4,,1/1/1900,Materials,AUSTRIA
10/31/2019,G60744102,KYG607441022,B4P8HQ1,MGM CHINA HOLDINGS LTD COMMON STOCK HKD 1,2282,"3,571.40",455.67,0.0054,287,,1/1/1900,Consumer Discretionary,HONG KONG
10/31/2019,G1193C101,GB00BYQ0HV16,BYQ0HV1,BLUE PRISM GROUP PLC COMMON STOCK GBP 1,PRSM,351.59,454.96,0.0054,43,,1/1/1900,Information Technology,UNITED KINGDOM
10/31/2019,W4580B159,SE0007074281,BXBZB01,HEXPOL AB COMMON STOCK SEK 0.2,,"4,400.50",456.75,0.0054,51,,1/1/1900,Materials,SWEDEN
10/31/2019,Q32503106,AU000000DMP0,B07SFG7,DOMINO'S PIZZA ENTERPRISES LTD COMMON STOCK AUD 0,DMP,658.85,453.91,0.0054,13,,1/1/1900,Consumer Discretionary,AUSTRALIA
10/31/2019,Y06942109,HK0023000190,6075648,BANK OF EAST ASIA LTD/THE COMMON STOCK HKD 0,23,"3,555.85",453.69,0.0054,188,,1/1/1900,Financials,HONG KONG
